stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding                                                                                               ,download_date
05679,Gama,43.4231500,-3.5247200,2                                                                                                                    ,2026-07-10
05681,Cicero,43.4170520,-3.4904900,2                                                                                                                  ,2026-07-10
05683,Treto,43.3940900,-3.4692000,2                                                                                                                   ,2026-07-10
05685,Limpias,43.3588100,-3.4333400,2                                                                                                                 ,2026-07-10
05687,Marrón,43.34661,-3.420918,2                                                                                                                     ,2026-07-10
05689,Udalla,43.3136800,-3.4454900,2                                                                                                                  ,2026-07-10
05691,Gibaja,43.2821900,-3.4383100,2                                                                                                                  ,2026-07-10
05721,Arla Berrón,43.1666990,-3.2275890,2                                                                                                             ,2026-07-10
05722,Ungo Nava,43.1428940,-3.2647160,2                                                                                                               ,2026-07-10
05724,Mercadillo Villasana,43.1052090,-3.2644690,2                                                                                                    ,2026-07-10
05727,Cadagua,43.0681710,-3.3473390,2                                                                                                                 ,2026-07-10
05730,Bercedo-Montija,43.0884790,-3.4560000,2                                                                                                         ,2026-07-10
05731,Quintana de los Prados,43.0800000,-3.5100000,2                                                                                                  ,2026-07-10
05732,Espinosa de los Monteros,43.0742520,-3.5371160,2                                                                                                ,2026-07-10
05733,Redondo,43.0629930,-3.6078950,2                                                                                                                 ,2026-07-10
05734,Sotoscueva,43.0452920,-3.6882530,2                                                                                                              ,2026-07-10
05735,Pedrosa,43.0123670,-3.7378520,2                                                                                                                 ,2026-07-10
05736,Dosante Cidad,43.0012500,-3.7452500,2                                                                                                           ,2026-07-10
05737,Robredo Ahedo,43.0190940,-3.8092310,2                                                                                                           ,2026-07-10
05738,Soncillo,43.005809,-3.844888,2                                                                                                                  ,2026-07-10
05739,Cabañas de Virtus,42.996397,-3.858466,2                                                                                                         ,2026-07-10
05740,Arija,42.9912920,-3.9450060,2                                                                                                                   ,2026-07-10
05741,Llano,42.9880620,-3.9823570,2                                                                                                                   ,2026-07-10
05742,Las Rozas de Valdearroyo,42.9736050,-4.0298640,2                                                                                                ,2026-07-10
05743,Montes Claros,42.9343230,-4.0500730,2                                                                                                           ,2026-07-10
05744,Los Carabeos,42.9103290,-4.0752110,2                                                                                                            ,2026-07-10
05747,Cillamayor,42.8577520,-4.2791780,2                                                                                                              ,2026-07-10
05748,Salinas de Pisuerga,42.8512710,-4.3862090,2                                                                                                     ,2026-07-10
05749,Vado-Cervera,42.8393600,-4.4947700,2                                                                                                            ,2026-07-10
05750,Castrejón de la Peña,42.8119900,-4.6016200,2                                                                                                    ,2026-07-10
05751,Villaverde Tarilonte,42.8183530,-4.6854190,2                                                                                                    ,2026-07-10
05752,Santibáñez de la Peña,42.8020400,-4.7414500,2                                                                                                   ,2026-07-10
05753,Guardo Apeadero,42.7877378,-4.8451330,2                                                                                                         ,2026-07-10
05754,Guardo,42.7909950,-4.8519325,2                                                                                                                  ,2026-07-10
05755,La Llama de la Guzpeña,42.7702481,-5.0412478,2                                                                                                  ,2026-07-10
05756,La Espina,42.7868560,-4.9052025,2                                                                                                               ,2026-07-10
05757,Valcuende,42.7655780,-4.9292558,2                                                                                                               ,2026-07-10
05758,Puente Almuhey,42.7876320,-4.9718992,2                                                                                                          ,2026-07-10
05759,Prado de la Guzpeña,42.7832347,-5.0270973,2                                                                                                     ,2026-07-10
05760,Valle de las Casas,42.7677720,-5.0713669,2                                                                                                      ,2026-07-10
05761,Cistierna,42.8031600,-5.1307925,2                                                                                                               ,2026-07-10
05762,Yugueros,42.8097904,-5.1800630,2                                                                                                                ,2026-07-10
05763,La Ercina,42.8088480,-5.2138924,2                                                                                                               ,2026-07-10
05764,Barrillos,42.8123682,-5.2831145,2                                                                                                               ,2026-07-10
05765,La Losilla,42.8385443,-5.3181608,2                                                                                                              ,2026-07-10
05766,Boñar,42.8627875,-5.3285261,2                                                                                                                   ,2026-07-10
05767,La Vecilla,42.8551158,-5.4121157,2                                                                                                              ,2026-07-10
05768,Aviados,42.8547767,-5.4428396,2                                                                                                                 ,2026-07-10
05769,La Valcueva,42.8496651,-5.4869085,2                                                                                                             ,2026-07-10
05770,Matallana,42.8411490,-5.5218718,2                                                                                                               ,2026-07-10
05771,Pardavé,42.8063499,-5.5081891,2                                                                                                                 ,2026-07-10
05772,Pedrún,42.7908982,-5.5069482,2                                                                                                                  ,2026-07-10
05773,Manzaneda,42.7542903,-5.5165558,2                                                                                                               ,2026-07-10
05774,Garrafe,42.7345075,-5.5241560,2                                                                                                                 ,2026-07-10
05775,Palazuelo,42.7071257,-5.5337809,2                                                                                                               ,2026-07-10
05776,San Feliz,42.6823112,-5.5379086,2                                                                                                               ,2026-07-10
05777,Villaquilambre,42.6468662,-5.5540376,2                                                                                                          ,2026-07-10
05778,Feve-León,42.6024918,-5.5749341,2                                                                                                               ,2026-07-10
05784,Estación de tren Hospitales,42.6126201,-5.5698556,2                                                                                             ,2026-07-10
05785,Villasinta,42.6575819,-5.5492813,2                                                                                                              ,2026-07-10
05786,Matueca,42.7715398,-5.5119483,2                                                                                                                 ,2026-07-10
05787,Naredo,42.8336507,-5.5231779,2                                                                                                                  ,2026-07-10
05788,Robles,42.8407366,-5.5073155,2                                                                                                                  ,2026-07-10
05789,Campohermoso,42.8559355,-5.4287449,2                                                                                                            ,2026-07-10
05790,Sorriba,42.7862770,-5.1274758,2                                                                                                                 ,2026-07-10
05793,La Mata de la Riba,42.8585407,-5.3394898,2                                                                                                      ,2026-07-10
05794,La Raya,42.6381109,-5.5569812,2                                                                                                                 ,2026-07-10
05795,Otero,42.8595705,-5.3899673,2                                                                                                                   ,2026-07-10
05796,Villa Romana,42.6292043,-5.5613065,2                                                                                                            ,2026-07-10
05797,Valdepiélago,42.8649635,-5.4032191,2                                                                                                            ,2026-07-10
05798,La Devesa,42.8201272,-5.3021918,2                                                                                                               ,2026-07-10
05799,Cerezal de la Guzpeña,42.7797744,-5.0055719,2                                                                                                   ,2026-07-10
05801,Ventas/S.mamés,42.6098760,-5.5711761,2                                                                                                          ,2026-07-10
05803,La Asunción Universidad,42.6160983,-5.5660988,2                                                                                                 ,2026-07-10
05805,Barrio de las Ollas,42.8646447,-5.3344811,2                                                                                                     ,2026-07-10
05807,Valderilla,42.7187742,-5.5300014,2                                                                                                              ,2026-07-10
05951,Cartagena-Plaza Bastarreche,37.6036154,-0.9773265,2                                                                                             ,2026-07-10
05952,Estación de tren Hospital,37.6052193,-0.9607323,2                                                                                               ,2026-07-10
05953,Media Legua,37.6078831,-0.9536521,2                                                                                                             ,2026-07-10
05955,Vista Alegre,37.6093129,-0.9437592,2                                                                                                            ,2026-07-10
05957,Abrevadero,37.6097023,-0.9318284,2                                                                                                              ,2026-07-10
05959,Alumbres,37.6099324,-0.9148413,2                                                                                                                ,2026-07-10
05961,La Esperanza,37.6137635,-0.8914408,2                                                                                                            ,2026-07-10
05963,La Unión Vieja,37.6154668,-0.8816322,2                                                                                                          ,2026-07-10
05965,La Unión,37.6155485,-0.8751320,2                                                                                                                ,2026-07-10
05967,Sierra Minera,37.6198783,-0.8648822,2                                                                                                           ,2026-07-10
05969,Llano del Beal,37.6260468,-0.8362123,2                                                                                                          ,2026-07-10
05971,El Estrecho,37.6276079,-0.8295920,2                                                                                                             ,2026-07-10
05973,Nietos Viejos,37.6469125,-0.7915137,2                                                                                                           ,2026-07-10
05975,Los Nietos Pescadería,37.6493515,-0.7878563,2                                                                                                   ,2026-07-10
05977,Los Nietos,37.6518304,-0.7970802,2                                                                                                              ,2026-07-10
06002,Alhama de Murcia,37.8494024,-1.4145141,2                                                                                                        ,2026-07-10
06003,Totana,37.7635424,-1.4956153,2                                                                                                                  ,2026-07-10
06005,Lorca-San Diego,37.6807168,-1.6856452,2                                                                                                         ,2026-07-10
06006,Lorca-Sutullena,37.6721129,-1.6962305,2                                                                                                         ,2026-07-10
06007,Puerto Lumbreras,37.5810062,-1.7318752,2                                                                                                        ,2026-07-10
06100,Almendricos,37.4748802,-1.7796299,2                                                                                                             ,2026-07-10
07001,Pulpí,37.3992033,-1.7494862,2                                                                                                                   ,2026-07-10
07003,Jaravía,37.3924632,-1.6930400,2                                                                                                                 ,2026-07-10
07004,Águilas,37.4098650,-1.5725342,2                                                                                                                 ,2026-07-10
07007,Águilas-El Labradorcico,37.4119664,-1.5858719,2                                                                                                 ,2026-07-10
10000,Madrid-Príncipe Pío,40.4214895,-3.7189689,1                                                                                                     ,2026-07-10
10001,Aravaca,40.4484551,-3.7855547,2                                                                                                                 ,2026-07-10
10002,Pozuelo,40.4474569,-3.8002779,2                                                                                                                 ,2026-07-10
10005,Las Rozas,40.4942887,-3.8681747,2                                                                                                               ,2026-07-10
10007,Majadahonda,40.4742885,-3.8462931,2                                                                                                             ,2026-07-10
10010,El Barrial-Centro Comercial Pozuelo,40.4653918,-3.8076854,2                                                                                     ,2026-07-10
10100,Pinar de las Rozas,40.5222672,-3.8822477,2                                                                                                      ,2026-07-10
10101,Las Matas,40.5523869,-3.8967664,2                                                                                                               ,2026-07-10
10103,Torrelodones,40.5745540,-3.9566013,2                                                                                                            ,2026-07-10
10104,Galapagar-La Navata,40.6003138,-3.9822590,2                                                                                                     ,2026-07-10
10200,Villalba de Guadarrama,40.6264893,-4.0080301,1                                                                                                  ,2026-07-10
10201,San Yago,40.6178953,-4.0310749,2                                                                                                                ,2026-07-10
10202,Las Zorreras-Navalquejigo,40.6093116,-4.0463626,2                                                                                               ,2026-07-10
10203,El Escorial,40.5853675,-4.1324053,2                                                                                                             ,2026-07-10
10204,Zarzalejo,40.5389272,-4.1580662,2                                                                                                               ,2026-07-10
10205,Robledo de Chavela,40.5208244,-4.2467592,2                                                                                                      ,2026-07-10
10206,Santa María de la Alameda-Peguerinos,40.5690010,-4.2691255,2                                                                                    ,2026-07-10
10207,Las Navas del Marqués,40.5892050,-4.3622590,2                                                                                                   ,2026-07-10
10208,Navalperal,40.5911520,-4.4083820,2                                                                                                              ,2026-07-10
10209,El Pimpollar,40.5675870,-4.2835410,2                                                                                                            ,2026-07-10
10300,Herradón-La Cañada,40.5992750,-4.4950390,2                                                                                                      ,2026-07-10
10302,Guimorcondo,40.6490620,-4.6149870,2                                                                                                             ,2026-07-10
10400,Ávila,40.6572550,-4.6833120,1                                                                                                                   ,2026-07-10
10409,Arévalo,41.0471230,-4.7019880,2                                                                                                                 ,2026-07-10
10500,Medina del Campo,41.3176170,-4.9099230,1                                                                                                        ,2026-07-10
10600,Valladolid-Campo Grande,41.6421670,-4.7269860,1                                                                                                 ,2026-07-10
10602,Cabezón del Pisuerga,41.7372760,-4.6512940,2                                                                                                    ,2026-07-10
10605,Dueñas,41.8704800,-4.5412160,2                                                                                                                  ,2026-07-10
11000,Venta de Baños,41.9173600,-4.4958440,2                                                                                                          ,2026-07-10
11004,Magaz,41.9765610,-4.4321140,2                                                                                                                   ,2026-07-10
11006,Quintana del Puente,42.0799740,-4.1985800,2                                                                                                     ,2026-07-10
11009,Villaquirán,42.2157170,-3.9993960,2                                                                                                             ,2026-07-10
11014,Burgos-Rosa Manzano,42.3711970,-3.6663080,1                                                                                                     ,2026-07-10
11109,Briviesca,42.5427650,-3.3192870,2                                                                                                               ,2026-07-10
11305,Brinkola,43.0189865,-2.3346811,2                                                                                                                ,2026-07-10
11306,Legazpi,43.0510385,-2.3306103,2                                                                                                                 ,2026-07-10
11400,Zumarraga,43.0870824,-2.3202298,2                                                                                                               ,2026-07-10
11402,Ormáiztegui,43.0402752,-2.2564620,2                                                                                                             ,2026-07-10
11404,Beasain,43.0462687,-2.2022994,2                                                                                                                 ,2026-07-10
11405,Ordizia,43.0527547,-2.1791923,2                                                                                                                 ,2026-07-10
11406,Itsasondo,43.0683298,-2.1624850,2                                                                                                               ,2026-07-10
11407,Legorreta,43.0856948,-2.1408977,2                                                                                                               ,2026-07-10
11408,Ikaztegieta,43.0940398,-2.1255773,2                                                                                                             ,2026-07-10
11409,Alegia,43.1017599,-2.0971400,2                                                                                                                  ,2026-07-10
11500,Tolosa,43.1354472,-2.0790886,2                                                                                                                  ,2026-07-10
11501,Tolosa-Centro,43.1393963,-2.0741122,2                                                                                                           ,2026-07-10
11502,Anoeta,43.1626064,-2.0703897,2                                                                                                                  ,2026-07-10
11503,Billabona-Zizurkil,43.1891906,-2.0553722,2                                                                                                      ,2026-07-10
11504,Andoain-Centro,43.2155738,-2.0204595,2                                                                                                          ,2026-07-10
11505,Andoain,43.2220458,-2.0156757,2                                                                                                                 ,2026-07-10
11506,Urnieta,43.2474669,-1.9884271,2                                                                                                                 ,2026-07-10
11507,Hernani-Erdia,43.2664779,-1.9726232,2                                                                                                           ,2026-07-10
11508,Hernani,43.2725113,-1.9637735,2                                                                                                                 ,2026-07-10
11509,Martutene,43.2991128,-1.9561747,2                                                                                                               ,2026-07-10
11510,Loiola,43.3046746,-1.9636294,2                                                                                                                  ,2026-07-10
11511,San Sebastián-Donostia,43.3176961,-1.9767172,1                                                                                                  ,2026-07-10
11512,Gros,43.3218457,-1.9738835,2                                                                                                                    ,2026-07-10
11513,Ategorrieta,43.3203225,-1.9598127,2                                                                                                             ,2026-07-10
11514,Herrera,43.3193537,-1.9370173,2                                                                                                                 ,2026-07-10
11515,Pasaia,43.3189428,-1.9171727,2                                                                                                                  ,2026-07-10
11516,Lezo-Rentería,43.3159364,-1.8994386,2                                                                                                           ,2026-07-10
11518,Ventas de Irún,43.3304116,-1.8167813,2                                                                                                          ,2026-07-10
11522,Intxaurrondo,43.3200487,-1.9517673,2                                                                                                            ,2026-07-10
11600,Irun,43.3395365,-1.8012519,1                                                                                                                    ,2026-07-10
12001,Los Negrales,40.6385670,-4.0218746,2                                                                                                            ,2026-07-10
12002,Alpedrete,40.6581044,-4.0349719,2                                                                                                               ,2026-07-10
12004,Collado Mediano,40.6928982,-4.0359271,2                                                                                                         ,2026-07-10
12005,Los Molinos-Guadarrama,40.7066407,-4.0671991,2                                                                                                  ,2026-07-10
12006,Cercedilla,40.7376129,-4.0662985,2                                                                                                              ,2026-07-10
12007,Tablada,40.7056480,-4.1253100,2                                                                                                                 ,2026-07-10
12008,Gudillos,40.7169140,-4.1576810,2                                                                                                                ,2026-07-10
12009,San Rafael,40.7149440,-4.1814300,2                                                                                                              ,2026-07-10
12010,El Espinar,40.7408520,-4.1894820,2                                                                                                              ,2026-07-10
12011,Los Ángeles de San Rafael,40.7779090,-4.2069330,2                                                                                               ,2026-07-10
12012,Otero-Herreros,40.8009700,-4.2035040,2                                                                                                          ,2026-07-10
12013,Ortigosa del Monte,40.8327710,-4.1680940,2                                                                                                      ,2026-07-10
12014,Navas de Riofrío-La Losa,40.8566730,-4.1411030,2                                                                                                ,2026-07-10
12020,Puerto de Navacerrada,40.7844678,-4.0047744,2                                                                                                   ,2026-07-10
12023,Los Cotos,40.8223419,-3.9644961,2                                                                                                               ,2026-07-10
12100,Segovia,40.9340300,-4.1136500,2                                                                                                                 ,2026-07-10
13100,Orduña,42.9946191,-3.0158139,2                                                                                                                  ,2026-07-10
13101,Amurrio,43.0490510,-3.0020176,2                                                                                                                 ,2026-07-10
13102,Salbio,43.0741720,-2.9993953,2                                                                                                                  ,2026-07-10
13103,Luiaondo,43.0935926,-2.9996644,2                                                                                                                ,2026-07-10
13104,Santa Cruz de Llodio,43.1328630,-2.9698375,2                                                                                                    ,2026-07-10
13106,Llodio,43.1423514,-2.9606511,2                                                                                                                  ,2026-07-10
13107,Areta,43.1451273,-2.9433913,2                                                                                                                   ,2026-07-10
13108,Arbide,43.1632587,-2.9278362,2                                                                                                                  ,2026-07-10
13109,Arrankudiaga,43.1694994,-2.9184485,2                                                                                                            ,2026-07-10
13110,Ugao-Miraballes,43.1790833,-2.9026960,2                                                                                                         ,2026-07-10
13111,Arrigorriaga,43.2100868,-2.8885723,2                                                                                                            ,2026-07-10
13112,Basauri,43.2235298,-2.8823858,2                                                                                                                 ,2026-07-10
13113,Bidebieta-Basauri,43.237057,-2.8894856,2                                                                                                        ,2026-07-10
13114,Ollargan,43.2424974,-2.9164564,2                                                                                                                ,2026-07-10
13115,Bakiola,43.1769858,-2.9090700,2                                                                                                                 ,2026-07-10
13116,Iñarratxu,43.0358243,-3.0038794,2                                                                                                               ,2026-07-10
13117,Arakaldo,43.1535592,-2.9382027,2                                                                                                                ,2026-07-10
13118,Abaroa-San Miguel,43.2256480,-2.8871139,2                                                                                                       ,2026-07-10
13119,La Peña de Bilbao,43.2401669,-2.9240429,2                                                                                                       ,2026-07-10
13120,Miribilla,43.2504290,-2.9305155,2                                                                                                               ,2026-07-10
13121,Amurrio Iparralde,43.0578453,-2.9960659,2                                                                                                       ,2026-07-10
13200,Bilbao-Intermod. Abando Indalecio Prieto,43.2601304,-2.9285592,1                                                                                ,2026-07-10
13205,Zabalburu,43.2567911,-2.9322841,2                                                                                                               ,2026-07-10
13206,Ametzola,43.2547065,-2.9436598,2                                                                                                                ,2026-07-10
13207,Autonomía,43.2581339,-2.9460321,2                                                                                                               ,2026-07-10
13208,San Mamés,43.2615306,-2.9488341,2                                                                                                               ,2026-07-10
13303,Olabeaga,43.2643804,-2.9553272,2                                                                                                                ,2026-07-10
13304,Zorrotza,43.2778039,-2.9721188,2                                                                                                                ,2026-07-10
13305,Lutxana-Barakaldo,43.2878137,-2.9754132,2                                                                                                       ,2026-07-10
13400,Desertu-Barakaldo,43.3000264,-2.9844090,2                                                                                                       ,2026-07-10
13401,Sestao,43.3085201,-2.9940107,2                                                                                                                  ,2026-07-10
13402,La Iberia,43.3127031,-3.0044959,2                                                                                                               ,2026-07-10
13403,Portugalete,43.3186760,-3.0152296,2                                                                                                             ,2026-07-10
13404,Peñota,43.3263563,-3.0234574,2                                                                                                                  ,2026-07-10
13405,Santurtzi,43.3286605,-3.0295685,2                                                                                                               ,2026-07-10
13501,Galindo,43.3041349,-3.0101966,2                                                                                                                 ,2026-07-10
13502,Trápaga,43.3030265,-3.0169907,2                                                                                                                 ,2026-07-10
13503,Valle de Trápaga/Trapagaran,43.3014842,-3.0287951,2                                                                                             ,2026-07-10
13504,Ortuella,43.3115122,-3.0603549,2                                                                                                                ,2026-07-10
13505,Putxeta,43.3156801,-3.0911356,2                                                                                                                 ,2026-07-10
13506,Muskiz,43.3215111,-3.1123207,2                                                                                                                  ,2026-07-10
13507,Urioste,43.3075315,-3.0410720,2                                                                                                                 ,2026-07-10
13508,Gallarta,43.3193319,-3.0674521,2                                                                                                                ,2026-07-10
13509,Sagrada Familia,43.3082365,-3.0528979,2                                                                                                         ,2026-07-10
14100,Palencia,42.0157110,-4.5341350,1                                                                                                                ,2026-07-10
14200,Mataporquera,42.8709010,-4.1654060,2                                                                                                            ,2026-07-10
14202,Reinosa,42.9944991,-4.1409454,2                                                                                                                 ,2026-07-10
14203,Lantueno-Santiurde,43.0580731,-4.0840131,2                                                                                                      ,2026-07-10
14204,Pesquera,43.0823330,-4.0738143,2                                                                                                                ,2026-07-10
14206,Bárcena,43.1287054,-4.0534730,2                                                                                                                 ,2026-07-10
14207,Molledo-Portolín,43.1456269,-4.0390334,2                                                                                                        ,2026-07-10
14208,Santa Cruz de Iguña,43.1701216,-4.0450627,2                                                                                                     ,2026-07-10
14209,Las Fraguas,43.1932190,-4.0541127,2                                                                                                             ,2026-07-10
14210,Los Corrales de Buelna,43.2551009,-4.0639472,2                                                                                                  ,2026-07-10
14211,Las Caldas de Besaya,43.2985945,-4.0732520,2                                                                                                    ,2026-07-10
14212,Viérnoles,43.3245636,-4.0540441,2                                                                                                               ,2026-07-10
14213,Torrelavega,43.3276776,-4.0426871,2                                                                                                             ,2026-07-10
14214,Sierrapando,43.3417845,-4.0266342,2                                                                                                             ,2026-07-10
14215,Zurita,43.3476712,-3.9910501,2                                                                                                                  ,2026-07-10
14216,Renedo,43.3531069,-3.9496471,2                                                                                                                  ,2026-07-10
14217,Parbayón,43.3767446,-3.8942201,2                                                                                                                ,2026-07-10
14218,Guarnizo,43.3915101,-3.8595450,2                                                                                                                ,2026-07-10
14219,Boo,43.4104796,-3.8415883,2                                                                                                                     ,2026-07-10
14220,Maliaño,43.4161415,-3.8410762,2                                                                                                                 ,2026-07-10
14223,Santander,43.4583981,-3.8109529,1                                                                                                               ,2026-07-10
14230,Valdecilla,43.4540888,-3.8277628,2                                                                                                              ,2026-07-10
14231,Nueva Montaña apeadero,43.444713,-3.847199,2                                                                                                    ,2026-07-10
14232,Lombera,43.2658249,-4.0675902,2                                                                                                                 ,2026-07-10
14233,Río Ebro,43.0007554,-4.1344006,2                                                                                                                ,2026-07-10
14234,Pujayo,43.1228745,-4.0823753,2                                                                                                                  ,2026-07-10
14235,Arenas de Iguña,43.1850828,-4.0500754,2                                                                                                         ,2026-07-10
14236,Vioño,43.3606470,-3.9648063,2                                                                                                                   ,2026-07-10
14237,Muriedas-Bahía,43.4216858,-3.8441175,2                                                                                                          ,2026-07-10
15004,Paredes de Nava,42.1506940,-4.6975990,2                                                                                                         ,2026-07-10
15007,Villada,42.2452380,-4.9705890,2                                                                                                                 ,2026-07-10
15008,Grajal,42.3232460,-5.0133810,2                                                                                                                  ,2026-07-10
15009,Sahagún,42.3693290,-5.0226670,1                                                                                                                 ,2026-07-10
15012,El Burgo Ranero,42.4257530,-5.2085920,2                                                                                                         ,2026-07-10
15015,Palanquinos,42.4607160,-5.4975840,2                                                                                                             ,2026-07-10
15100,León,42.5960480,-5.5824280,1                                                                                                                    ,2026-07-10
15106,La Robla,42.8044540,-5.6262550,2                                                                                                                ,2026-07-10
15108,La Pola de Gordón,42.8540990,-5.6745240,2                                                                                                       ,2026-07-10
15109,Santa Lucía,42.8751500,-5.6396130,2                                                                                                             ,2026-07-10
15112,Villamanín,42.9367100,-5.6576370,2                                                                                                              ,2026-07-10
15113,Busdongo,42.9844950,-5.7053910,2                                                                                                                ,2026-07-10
15116,Linares-Congostinas,43.1017430,-5.7721620,2                                                                                                     ,2026-07-10
15118,Puente de los Fierros,43.0715986,-5.7694650,2                                                                                                   ,2026-07-10
15119,La Frecha,43.0961670,-5.7985997,2                                                                                                               ,2026-07-10
15120,Campomanes,43.1100681,-5.8164466,2                                                                                                              ,2026-07-10
15121,La Cobertoria,43.1301608,-5.8160304,2                                                                                                           ,2026-07-10
15122,Pola de Lena,43.1587200,-5.8310263,2                                                                                                            ,2026-07-10
15123,Villallana,43.1838568,-5.8145928,2                                                                                                              ,2026-07-10
15200,Ujo,43.2046962,-5.7926422,1                                                                                                                     ,2026-07-10
15202,Santullano,43.2208990,-5.7855868,2                                                                                                              ,2026-07-10
15203,Mieres-Puente,43.2500266,-5.7822622,1                                                                                                           ,2026-07-10
15205,Ablaña,43.2676032,-5.8057926,2                                                                                                                  ,2026-07-10
15206,La Pereda-Riosa,43.2770867,-5.8122350,2                                                                                                         ,2026-07-10
