route_id,service_id,trip_id,trip_headsign,wheelchair_accessible,block_id                                                                              ,download_date
PRT0001PR00,PR01D,PR01D16020PR00,     ,2,PR01D16020                                                                                                   ,2025-09-09
PRT0001PR00,PR01D,PR01D16022PR00,     ,2,PR01D16022                                                                                                   ,2025-09-09
PRT0001PR00,PR01D,PR01D16024PR00,     ,2,PR01D16024                                                                                                   ,2025-09-09
PRT0001PR00,PR02L,PR02L16017PR00,     ,2,PR02L16017                                                                                                   ,2025-09-09
PRT0001PR00,PR02L,PR02L16024PR00,     ,2,PR02L16024                                                                                                   ,2025-09-09
PRT0001PR00,PR02L,PR02L16032PR00,     ,1,PR02L16032                                                                                                   ,2025-09-09
PRT0001PR00,PR02L,PR02L16036PR00,     ,2,PR02L16036                                                                                                   ,2025-09-09
PRT0001PR00,PR02L,PR02L30600PR00,     ,1,PR02L30600                                                                                                   ,2025-09-09
PRT0001PR00,PR03M,PR03M16017PR00,     ,2,PR03M16017                                                                                                   ,2025-09-09
PRT0001PR00,PR03M,PR03M16024PR00,     ,2,PR03M16024                                                                                                   ,2025-09-09
PRT0001PR00,PR03M,PR03M16032PR00,     ,1,PR03M16032                                                                                                   ,2025-09-09
PRT0001PR00,PR03M,PR03M16036PR00,     ,2,PR03M16036                                                                                                   ,2025-09-09
PRT0001PR00,PR03M,PR03M30600PR00,     ,1,PR03M30600                                                                                                   ,2025-09-09
PRT0001PR00,PR04X,PR04X16017PR00,     ,2,PR04X16017                                                                                                   ,2025-09-09
PRT0001PR00,PR04X,PR04X16024PR00,     ,2,PR04X16024                                                                                                   ,2025-09-09
PRT0001PR00,PR04X,PR04X16032PR00,     ,1,PR04X16032                                                                                                   ,2025-09-09
PRT0001PR00,PR04X,PR04X16036PR00,     ,2,PR04X16036                                                                                                   ,2025-09-09
PRT0001PR00,PR04X,PR04X30600PR00,     ,1,PR04X30600                                                                                                   ,2025-09-09
PRT0001PR00,PR05J,PR05J16017PR00,     ,2,PR05J16017                                                                                                   ,2025-09-09
PRT0001PR00,PR05J,PR05J16024PR00,     ,2,PR05J16024                                                                                                   ,2025-09-09
PRT0001PR00,PR05J,PR05J16032PR00,     ,1,PR05J16032                                                                                                   ,2025-09-09
PRT0001PR00,PR05J,PR05J16036PR00,     ,2,PR05J16036                                                                                                   ,2025-09-09
PRT0001PR00,PR05J,PR05J30600PR00,     ,1,PR05J30600                                                                                                   ,2025-09-09
PRT0001PR00,PR06V,PR06V16017PR00,     ,2,PR06V16017                                                                                                   ,2025-09-09
PRT0001PR00,PR06V,PR06V16024PR00,     ,2,PR06V16024                                                                                                   ,2025-09-09
PRT0001PR00,PR06V,PR06V16032PR00,     ,1,PR06V16032                                                                                                   ,2025-09-09
PRT0001PR00,PR06V,PR06V16036PR00,     ,2,PR06V16036                                                                                                   ,2025-09-09
PRT0001PR00,PR06V,PR06V30600PR00,     ,1,PR06V30600                                                                                                   ,2025-09-09
PRT0001PR00,PR07S,PR07S16017PR00,     ,2,PR07S16017                                                                                                   ,2025-09-09
PRT0001PR00,PR07S,PR07S16022PR00,     ,2,PR07S16022                                                                                                   ,2025-09-09
PRT0001PR00,PR07S,PR07S16024PR00,     ,2,PR07S16024                                                                                                   ,2025-09-09
PRT0001PR00,PR07S,PR07S16032PR00,     ,1,PR07S16032                                                                                                   ,2025-09-09
PRT0001PR00,PR07S,PR07S30600PR00,     ,1,PR07S30600                                                                                                   ,2025-09-09
PRT0001PR00,PR08D,PR08D16020PR00,     ,2,PR08D16020                                                                                                   ,2025-09-09
PRT0001PR00,PR08D,PR08D16022PR00,     ,2,PR08D16022                                                                                                   ,2025-09-09
PRT0001PR00,PR08D,PR08D16024PR00,     ,2,PR08D16024                                                                                                   ,2025-09-09
PRT0001PR00,PR09L,PR09L16017PR00,     ,2,PR09L16017                                                                                                   ,2025-09-09
PRT0001PR00,PR09L,PR09L16024PR00,     ,2,PR09L16024                                                                                                   ,2025-09-09
PRT0001PR00,PR09L,PR09L16032PR00,     ,1,PR09L16032                                                                                                   ,2025-09-09
PRT0001PR00,PR09L,PR09L16036PR00,     ,2,PR09L16036                                                                                                   ,2025-09-09
PRT0001PR00,PR09L,PR09L30600PR00,     ,1,PR09L30600                                                                                                   ,2025-09-09
PRT0001PR00,PR10M,PR10M16017PR00,     ,2,PR10M16017                                                                                                   ,2025-09-09
PRT0001PR00,PR10M,PR10M16024PR00,     ,2,PR10M16024                                                                                                   ,2025-09-09
PRT0001PR00,PR10M,PR10M16032PR00,     ,1,PR10M16032                                                                                                   ,2025-09-09
PRT0001PR00,PR10M,PR10M16036PR00,     ,2,PR10M16036                                                                                                   ,2025-09-09
PRT0001PR00,PR10M,PR10M30600PR00,     ,1,PR10M30600                                                                                                   ,2025-09-09
PRT0001PR00,PR80L,PR80L16017PR00,     ,2,PR80L16017                                                                                                   ,2025-09-09
PRT0001PR00,PR80L,PR80L16024PR00,     ,2,PR80L16024                                                                                                   ,2025-09-09
PRT0001PR00,PR80L,PR80L16032PR00,     ,1,PR80L16032                                                                                                   ,2025-09-09
PRT0001PR00,PR80L,PR80L16036PR00,     ,2,PR80L16036                                                                                                   ,2025-09-09
PRT0001PR00,PR80L,PR80L33600PR00,     ,1,PR80L33600                                                                                                   ,2025-09-09
PRT0001PR00,PR81M,PR81M16017PR00,     ,2,PR81M16017                                                                                                   ,2025-09-09
PRT0001PR00,PR81M,PR81M16024PR00,     ,2,PR81M16024                                                                                                   ,2025-09-09
PRT0001PR00,PR81M,PR81M16032PR00,     ,1,PR81M16032                                                                                                   ,2025-09-09
PRT0001PR00,PR81M,PR81M16036PR00,     ,2,PR81M16036                                                                                                   ,2025-09-09
PRT0001PR00,PR81M,PR81M33600PR00,     ,1,PR81M33600                                                                                                   ,2025-09-09
PRT0001PR00,PR82X,PR82X16017PR00,     ,2,PR82X16017                                                                                                   ,2025-09-09
PRT0001PR00,PR82X,PR82X16024PR00,     ,2,PR82X16024                                                                                                   ,2025-09-09
PRT0001PR00,PR82X,PR82X16032PR00,     ,1,PR82X16032                                                                                                   ,2025-09-09
PRT0001PR00,PR82X,PR82X16036PR00,     ,2,PR82X16036                                                                                                   ,2025-09-09
PRT0001PR00,PR82X,PR82X33600PR00,     ,1,PR82X33600                                                                                                   ,2025-09-09
PRT0001PR00,PR83J,PR83J16017PR00,     ,2,PR83J16017                                                                                                   ,2025-09-09
PRT0001PR00,PR83J,PR83J16024PR00,     ,2,PR83J16024                                                                                                   ,2025-09-09
PRT0001PR00,PR83J,PR83J16032PR00,     ,1,PR83J16032                                                                                                   ,2025-09-09
PRT0001PR00,PR83J,PR83J16036PR00,     ,2,PR83J16036                                                                                                   ,2025-09-09
PRT0001PR00,PR83J,PR83J33600PR00,     ,1,PR83J33600                                                                                                   ,2025-09-09
PRT0001PR00,PR84V,PR84V16017PR00,     ,2,PR84V16017                                                                                                   ,2025-09-09
PRT0001PR00,PR84V,PR84V16024PR00,     ,2,PR84V16024                                                                                                   ,2025-09-09
PRT0001PR00,PR84V,PR84V16032PR00,     ,1,PR84V16032                                                                                                   ,2025-09-09
PRT0001PR00,PR84V,PR84V16036PR00,     ,2,PR84V16036                                                                                                   ,2025-09-09
PRT0001PR00,PR84V,PR84V33600PR00,     ,1,PR84V33600                                                                                                   ,2025-09-09
PRT0001PR00,PR85S,PR85S16017PR00,     ,2,PR85S16017                                                                                                   ,2025-09-09
PRT0001PR00,PR85S,PR85S16022PR00,     ,2,PR85S16022                                                                                                   ,2025-09-09
PRT0001PR00,PR85S,PR85S16024PR00,     ,2,PR85S16024                                                                                                   ,2025-09-09
PRT0001PR00,PR85S,PR85S16032PR00,     ,1,PR85S16032                                                                                                   ,2025-09-09
PRT0001PR00,PR85S,PR85S33600PR00,     ,1,PR85S33600                                                                                                   ,2025-09-09
PRT0001PR00,PR86D,PR86D16020PR00,     ,2,PR86D16020                                                                                                   ,2025-09-09
PRT0001PR00,PR86D,PR86D16022PR00,     ,2,PR86D16022                                                                                                   ,2025-09-09
PRT0001PR00,PR86D,PR86D16024PR00,     ,2,PR86D16024                                                                                                   ,2025-09-09
PRT0001PR00,PR87L,PR87L16017PR00,     ,2,PR87L16017                                                                                                   ,2025-09-09
PRT0001PR00,PR87L,PR87L16024PR00,     ,2,PR87L16024                                                                                                   ,2025-09-09
PRT0001PR00,PR87L,PR87L16032PR00,     ,1,PR87L16032                                                                                                   ,2025-09-09
PRT0001PR00,PR87L,PR87L16036PR00,     ,2,PR87L16036                                                                                                   ,2025-09-09
PRT0001PR00,PR87L,PR87L33600PR00,     ,1,PR87L33600                                                                                                   ,2025-09-09
PRT0001PR00,PR88M,PR88M16017PR00,     ,2,PR88M16017                                                                                                   ,2025-09-09
PRT0001PR00,PR88M,PR88M16024PR00,     ,2,PR88M16024                                                                                                   ,2025-09-09
PRT0001PR00,PR88M,PR88M16032PR00,     ,1,PR88M16032                                                                                                   ,2025-09-09
PRT0001PR00,PR88M,PR88M16036PR00,     ,2,PR88M16036                                                                                                   ,2025-09-09
PRT0001PR00,PR88M,PR88M33600PR00,     ,1,PR88M33600                                                                                                   ,2025-09-09
PRT0001PR00,PR89X,PR89X16017PR00,     ,2,PR89X16017                                                                                                   ,2025-09-09
PRT0001PR00,PR89X,PR89X16024PR00,     ,2,PR89X16024                                                                                                   ,2025-09-09
PRT0001PR00,PR89X,PR89X16032PR00,     ,1,PR89X16032                                                                                                   ,2025-09-09
PRT0001PR00,PR89X,PR89X16036PR00,     ,2,PR89X16036                                                                                                   ,2025-09-09
PRT0001PR00,PR89X,PR89X33600PR00,     ,1,PR89X33600                                                                                                   ,2025-09-09
PRT0001PR00,PR90J,PR90J16017PR00,     ,2,PR90J16017                                                                                                   ,2025-09-09
PRT0001PR00,PR90J,PR90J16024PR00,     ,2,PR90J16024                                                                                                   ,2025-09-09
PRT0001PR00,PR90J,PR90J16032PR00,     ,1,PR90J16032                                                                                                   ,2025-09-09
PRT0001PR00,PR90J,PR90J16036PR00,     ,2,PR90J16036                                                                                                   ,2025-09-09
PRT0001PR00,PR90J,PR90J33600PR00,     ,1,PR90J33600                                                                                                   ,2025-09-09
PRT0001PR00,PR91V,PR91V16017PR00,     ,2,PR91V16017                                                                                                   ,2025-09-09
PRT0001PR00,PR91V,PR91V16024PR00,     ,2,PR91V16024                                                                                                   ,2025-09-09
PRT0001PR00,PR91V,PR91V16032PR00,     ,1,PR91V16032                                                                                                   ,2025-09-09
PRT0001PR00,PR91V,PR91V16036PR00,     ,2,PR91V16036                                                                                                   ,2025-09-09
PRT0001PR00,PR91V,PR91V33600PR00,     ,1,PR91V33600                                                                                                   ,2025-09-09
PRT0001PR00,PR92S,PR92S16017PR00,     ,2,PR92S16017                                                                                                   ,2025-09-09
PRT0001PR00,PR92S,PR92S16022PR00,     ,2,PR92S16022                                                                                                   ,2025-09-09
PRT0001PR00,PR92S,PR92S16024PR00,     ,2,PR92S16024                                                                                                   ,2025-09-09
PRT0001PR00,PR92S,PR92S16032PR00,     ,1,PR92S16032                                                                                                   ,2025-09-09
PRT0001PR00,PR92S,PR92S33600PR00,     ,1,PR92S33600                                                                                                   ,2025-09-09
PRT0001PR00,PR93D,PR93D16020PR00,     ,2,PR93D16020                                                                                                   ,2025-09-09
PRT0001PR00,PR93D,PR93D16022PR00,     ,2,PR93D16022                                                                                                   ,2025-09-09
PRT0001PR00,PR93D,PR93D16024PR00,     ,2,PR93D16024                                                                                                   ,2025-09-09
PRT0001PR00,PR94L,PR94L16017PR00,     ,2,PR94L16017                                                                                                   ,2025-09-09
PRT0001PR00,PR94L,PR94L16024PR00,     ,2,PR94L16024                                                                                                   ,2025-09-09
PRT0001PR00,PR94L,PR94L16032PR00,     ,1,PR94L16032                                                                                                   ,2025-09-09
PRT0001PR00,PR94L,PR94L16036PR00,     ,2,PR94L16036                                                                                                   ,2025-09-09
PRT0001PR00,PR94L,PR94L30600PR00,     ,1,PR94L30600                                                                                                   ,2025-09-09
PRT0001PR00,PR95M,PR95M16017PR00,     ,2,PR95M16017                                                                                                   ,2025-09-09
PRT0001PR00,PR95M,PR95M16024PR00,     ,2,PR95M16024                                                                                                   ,2025-09-09
PRT0001PR00,PR95M,PR95M16032PR00,     ,1,PR95M16032                                                                                                   ,2025-09-09
PRT0001PR00,PR95M,PR95M16036PR00,     ,2,PR95M16036                                                                                                   ,2025-09-09
PRT0001PR00,PR95M,PR95M30600PR00,     ,1,PR95M30600                                                                                                   ,2025-09-09
PRT0001PR00,PR96X,PR96X16017PR00,     ,2,PR96X16017                                                                                                   ,2025-09-09
PRT0001PR00,PR96X,PR96X16024PR00,     ,2,PR96X16024                                                                                                   ,2025-09-09
PRT0001PR00,PR96X,PR96X16032PR00,     ,1,PR96X16032                                                                                                   ,2025-09-09
PRT0001PR00,PR96X,PR96X16036PR00,     ,2,PR96X16036                                                                                                   ,2025-09-09
PRT0001PR00,PR96X,PR96X30600PR00,     ,1,PR96X30600                                                                                                   ,2025-09-09
PRT0001PR00,PR97J,PR97J16017PR00,     ,2,PR97J16017                                                                                                   ,2025-09-09
PRT0001PR00,PR97J,PR97J16024PR00,     ,2,PR97J16024                                                                                                   ,2025-09-09
PRT0001PR00,PR97J,PR97J16032PR00,     ,1,PR97J16032                                                                                                   ,2025-09-09
PRT0001PR00,PR97J,PR97J16036PR00,     ,2,PR97J16036                                                                                                   ,2025-09-09
PRT0001PR00,PR97J,PR97J30600PR00,     ,1,PR97J30600                                                                                                   ,2025-09-09
PRT0001PR00,PR98V,PR98V16017PR00,     ,2,PR98V16017                                                                                                   ,2025-09-09
PRT0001PR00,PR98V,PR98V16024PR00,     ,2,PR98V16024                                                                                                   ,2025-09-09
PRT0001PR00,PR98V,PR98V16032PR00,     ,1,PR98V16032                                                                                                   ,2025-09-09
PRT0001PR00,PR98V,PR98V16036PR00,     ,2,PR98V16036                                                                                                   ,2025-09-09
PRT0001PR00,PR98V,PR98V30600PR00,     ,1,PR98V30600                                                                                                   ,2025-09-09
PRT0001PR00,PR99S,PR99S16017PR00,     ,2,PR99S16017                                                                                                   ,2025-09-09
PRT0001PR00,PR99S,PR99S16022PR00,     ,2,PR99S16022                                                                                                   ,2025-09-09
PRT0001PR00,PR99S,PR99S16024PR00,     ,2,PR99S16024                                                                                                   ,2025-09-09
PRT0001PR00,PR99S,PR99S16032PR00,     ,1,PR99S16032                                                                                                   ,2025-09-09
PRT0001PR00,PR99S,PR99S30600PR00,     ,1,PR99S30600                                                                                                   ,2025-09-09
PRT0002PR00,PR01D,PR01D16021PR00,     ,2,PR01D16021                                                                                                   ,2025-09-09
PRT0002PR00,PR01D,PR01D16023PR00,     ,2,PR01D16023                                                                                                   ,2025-09-09
PRT0002PR00,PR01D,PR01D16025PR00,     ,2,PR01D16025                                                                                                   ,2025-09-09
PRT0002PR00,PR01D,PR01D16033PR00,     ,2,PR01D16033                                                                                                   ,2025-09-09
PRT0002PR00,PR01D,PR01D18464PR00,     ,1,PR01D18464                                                                                                   ,2025-09-09
PRT0002PR00,PR02L,PR02L16023PR00,     ,2,PR02L16023                                                                                                   ,2025-09-09
PRT0002PR00,PR02L,PR02L16025PR00,     ,2,PR02L16025                                                                                                   ,2025-09-09
PRT0002PR00,PR02L,PR02L16033PR00,     ,2,PR02L16033                                                                                                   ,2025-09-09
PRT0002PR00,PR02L,PR02L16207PR00,     ,2,PR02L16207                                                                                                   ,2025-09-09
PRT0002PR00,PR02L,PR02L18464PR00,     ,1,PR02L18464                                                                                                   ,2025-09-09
PRT0002PR00,PR03M,PR03M16023PR00,     ,2,PR03M16023                                                                                                   ,2025-09-09
PRT0002PR00,PR03M,PR03M16025PR00,     ,2,PR03M16025                                                                                                   ,2025-09-09
PRT0002PR00,PR03M,PR03M16033PR00,     ,2,PR03M16033                                                                                                   ,2025-09-09
PRT0002PR00,PR03M,PR03M16207PR00,     ,2,PR03M16207                                                                                                   ,2025-09-09
PRT0002PR00,PR03M,PR03M18464PR00,     ,1,PR03M18464                                                                                                   ,2025-09-09
PRT0002PR00,PR04X,PR04X16023PR00,     ,2,PR04X16023                                                                                                   ,2025-09-09
PRT0002PR00,PR04X,PR04X16025PR00,     ,2,PR04X16025                                                                                                   ,2025-09-09
PRT0002PR00,PR04X,PR04X16033PR00,     ,2,PR04X16033                                                                                                   ,2025-09-09
PRT0002PR00,PR04X,PR04X16207PR00,     ,2,PR04X16207                                                                                                   ,2025-09-09
PRT0002PR00,PR04X,PR04X18464PR00,     ,1,PR04X18464                                                                                                   ,2025-09-09
PRT0002PR00,PR05J,PR05J16023PR00,     ,2,PR05J16023                                                                                                   ,2025-09-09
PRT0002PR00,PR05J,PR05J16025PR00,     ,2,PR05J16025                                                                                                   ,2025-09-09
PRT0002PR00,PR05J,PR05J16033PR00,     ,2,PR05J16033                                                                                                   ,2025-09-09
PRT0002PR00,PR05J,PR05J16207PR00,     ,2,PR05J16207                                                                                                   ,2025-09-09
PRT0002PR00,PR05J,PR05J18464PR00,     ,1,PR05J18464                                                                                                   ,2025-09-09
PRT0002PR00,PR06V,PR06V16023PR00,     ,2,PR06V16023                                                                                                   ,2025-09-09
PRT0002PR00,PR06V,PR06V16025PR00,     ,2,PR06V16025                                                                                                   ,2025-09-09
PRT0002PR00,PR06V,PR06V16033PR00,     ,2,PR06V16033                                                                                                   ,2025-09-09
PRT0002PR00,PR06V,PR06V16207PR00,     ,2,PR06V16207                                                                                                   ,2025-09-09
PRT0002PR00,PR06V,PR06V18464PR00,     ,1,PR06V18464                                                                                                   ,2025-09-09
PRT0002PR00,PR07S,PR07S16023PR00,     ,2,PR07S16023                                                                                                   ,2025-09-09
PRT0002PR00,PR07S,PR07S16025PR00,     ,2,PR07S16025                                                                                                   ,2025-09-09
PRT0002PR00,PR07S,PR07S16033PR00,     ,2,PR07S16033                                                                                                   ,2025-09-09
PRT0002PR00,PR08D,PR08D16021PR00,     ,2,PR08D16021                                                                                                   ,2025-09-09
PRT0002PR00,PR08D,PR08D16023PR00,     ,2,PR08D16023                                                                                                   ,2025-09-09
PRT0002PR00,PR08D,PR08D16025PR00,     ,2,PR08D16025                                                                                                   ,2025-09-09
PRT0002PR00,PR08D,PR08D16033PR00,     ,2,PR08D16033                                                                                                   ,2025-09-09
PRT0002PR00,PR08D,PR08D18464PR00,     ,1,PR08D18464                                                                                                   ,2025-09-09
PRT0002PR00,PR09L,PR09L16023PR00,     ,2,PR09L16023                                                                                                   ,2025-09-09
PRT0002PR00,PR09L,PR09L16025PR00,     ,2,PR09L16025                                                                                                   ,2025-09-09
PRT0002PR00,PR09L,PR09L16033PR00,     ,2,PR09L16033                                                                                                   ,2025-09-09
PRT0002PR00,PR09L,PR09L16207PR00,     ,2,PR09L16207                                                                                                   ,2025-09-09
PRT0002PR00,PR09L,PR09L18464PR00,     ,1,PR09L18464                                                                                                   ,2025-09-09
PRT0002PR00,PR10M,PR10M16023PR00,     ,2,PR10M16023                                                                                                   ,2025-09-09
PRT0002PR00,PR10M,PR10M16025PR00,     ,2,PR10M16025                                                                                                   ,2025-09-09
PRT0002PR00,PR10M,PR10M16033PR00,     ,2,PR10M16033                                                                                                   ,2025-09-09
PRT0002PR00,PR10M,PR10M16207PR00,     ,2,PR10M16207                                                                                                   ,2025-09-09
PRT0002PR00,PR10M,PR10M18464PR00,     ,1,PR10M18464                                                                                                   ,2025-09-09
PRT0002PR00,PR80L,PR80L16023PR00,     ,2,PR80L16023                                                                                                   ,2025-09-09
PRT0002PR00,PR80L,PR80L16025PR00,     ,2,PR80L16025                                                                                                   ,2025-09-09
PRT0002PR00,PR80L,PR80L16033PR00,     ,2,PR80L16033                                                                                                   ,2025-09-09
PRT0002PR00,PR80L,PR80L16207PR00,     ,2,PR80L16207                                                                                                   ,2025-09-09
PRT0002PR00,PR80L,PR80L18464PR00,     ,1,PR80L18464                                                                                                   ,2025-09-09
PRT0002PR00,PR81M,PR81M16023PR00,     ,2,PR81M16023                                                                                                   ,2025-09-09
PRT0002PR00,PR81M,PR81M16025PR00,     ,2,PR81M16025                                                                                                   ,2025-09-09
PRT0002PR00,PR81M,PR81M16033PR00,     ,2,PR81M16033                                                                                                   ,2025-09-09
PRT0002PR00,PR81M,PR81M16207PR00,     ,2,PR81M16207                                                                                                   ,2025-09-09
PRT0002PR00,PR81M,PR81M18464PR00,     ,1,PR81M18464                                                                                                   ,2025-09-09
PRT0002PR00,PR82X,PR82X16023PR00,     ,2,PR82X16023                                                                                                   ,2025-09-09
PRT0002PR00,PR82X,PR82X16025PR00,     ,2,PR82X16025                                                                                                   ,2025-09-09
PRT0002PR00,PR82X,PR82X16033PR00,     ,2,PR82X16033                                                                                                   ,2025-09-09
PRT0002PR00,PR82X,PR82X16207PR00,     ,2,PR82X16207                                                                                                   ,2025-09-09
PRT0002PR00,PR82X,PR82X18464PR00,     ,1,PR82X18464                                                                                                   ,2025-09-09
PRT0002PR00,PR83J,PR83J16023PR00,     ,2,PR83J16023                                                                                                   ,2025-09-09
PRT0002PR00,PR83J,PR83J16025PR00,     ,2,PR83J16025                                                                                                   ,2025-09-09
PRT0002PR00,PR83J,PR83J16033PR00,     ,2,PR83J16033                                                                                                   ,2025-09-09
PRT0002PR00,PR83J,PR83J16207PR00,     ,2,PR83J16207                                                                                                   ,2025-09-09
PRT0002PR00,PR83J,PR83J18464PR00,     ,1,PR83J18464                                                                                                   ,2025-09-09
PRT0002PR00,PR84V,PR84V16023PR00,     ,2,PR84V16023                                                                                                   ,2025-09-09
PRT0002PR00,PR84V,PR84V16025PR00,     ,2,PR84V16025                                                                                                   ,2025-09-09
PRT0002PR00,PR84V,PR84V16033PR00,     ,2,PR84V16033                                                                                                   ,2025-09-09
PRT0002PR00,PR84V,PR84V16207PR00,     ,2,PR84V16207                                                                                                   ,2025-09-09
PRT0002PR00,PR84V,PR84V18464PR00,     ,1,PR84V18464                                                                                                   ,2025-09-09
PRT0002PR00,PR85S,PR85S16023PR00,     ,2,PR85S16023                                                                                                   ,2025-09-09
PRT0002PR00,PR85S,PR85S16025PR00,     ,2,PR85S16025                                                                                                   ,2025-09-09
PRT0002PR00,PR85S,PR85S16033PR00,     ,2,PR85S16033                                                                                                   ,2025-09-09
PRT0002PR00,PR86D,PR86D16021PR00,     ,2,PR86D16021                                                                                                   ,2025-09-09
PRT0002PR00,PR86D,PR86D16023PR00,     ,2,PR86D16023                                                                                                   ,2025-09-09
PRT0002PR00,PR86D,PR86D16025PR00,     ,2,PR86D16025                                                                                                   ,2025-09-09
PRT0002PR00,PR86D,PR86D16033PR00,     ,2,PR86D16033                                                                                                   ,2025-09-09
PRT0002PR00,PR86D,PR86D18464PR00,     ,1,PR86D18464                                                                                                   ,2025-09-09
PRT0002PR00,PR87L,PR87L16023PR00,     ,2,PR87L16023                                                                                                   ,2025-09-09
PRT0002PR00,PR87L,PR87L16025PR00,     ,2,PR87L16025                                                                                                   ,2025-09-09
PRT0002PR00,PR87L,PR87L16033PR00,     ,2,PR87L16033                                                                                                   ,2025-09-09
PRT0002PR00,PR87L,PR87L16207PR00,     ,2,PR87L16207                                                                                                   ,2025-09-09
PRT0002PR00,PR87L,PR87L18464PR00,     ,1,PR87L18464                                                                                                   ,2025-09-09
PRT0002PR00,PR88M,PR88M16023PR00,     ,2,PR88M16023                                                                                                   ,2025-09-09
PRT0002PR00,PR88M,PR88M16025PR00,     ,2,PR88M16025                                                                                                   ,2025-09-09
PRT0002PR00,PR88M,PR88M16033PR00,     ,2,PR88M16033                                                                                                   ,2025-09-09
PRT0002PR00,PR88M,PR88M16207PR00,     ,2,PR88M16207                                                                                                   ,2025-09-09
PRT0002PR00,PR88M,PR88M18464PR00,     ,1,PR88M18464                                                                                                   ,2025-09-09
PRT0002PR00,PR89X,PR89X16023PR00,     ,2,PR89X16023                                                                                                   ,2025-09-09
PRT0002PR00,PR89X,PR89X16025PR00,     ,2,PR89X16025                                                                                                   ,2025-09-09
PRT0002PR00,PR89X,PR89X16033PR00,     ,2,PR89X16033                                                                                                   ,2025-09-09
PRT0002PR00,PR89X,PR89X16207PR00,     ,2,PR89X16207                                                                                                   ,2025-09-09
PRT0002PR00,PR89X,PR89X18464PR00,     ,1,PR89X18464                                                                                                   ,2025-09-09
PRT0002PR00,PR90J,PR90J16023PR00,     ,2,PR90J16023                                                                                                   ,2025-09-09
PRT0002PR00,PR90J,PR90J16025PR00,     ,2,PR90J16025                                                                                                   ,2025-09-09
PRT0002PR00,PR90J,PR90J16033PR00,     ,2,PR90J16033                                                                                                   ,2025-09-09
PRT0002PR00,PR90J,PR90J16207PR00,     ,2,PR90J16207                                                                                                   ,2025-09-09
PRT0002PR00,PR90J,PR90J18464PR00,     ,1,PR90J18464                                                                                                   ,2025-09-09
PRT0002PR00,PR91V,PR91V16023PR00,     ,2,PR91V16023                                                                                                   ,2025-09-09
PRT0002PR00,PR91V,PR91V16025PR00,     ,2,PR91V16025                                                                                                   ,2025-09-09
PRT0002PR00,PR91V,PR91V16033PR00,     ,2,PR91V16033                                                                                                   ,2025-09-09
PRT0002PR00,PR91V,PR91V16207PR00,     ,2,PR91V16207                                                                                                   ,2025-09-09
PRT0002PR00,PR91V,PR91V18464PR00,     ,1,PR91V18464                                                                                                   ,2025-09-09
PRT0002PR00,PR92S,PR92S16023PR00,     ,2,PR92S16023                                                                                                   ,2025-09-09
PRT0002PR00,PR92S,PR92S16025PR00,     ,2,PR92S16025                                                                                                   ,2025-09-09
PRT0002PR00,PR92S,PR92S16033PR00,     ,2,PR92S16033                                                                                                   ,2025-09-09
PRT0002PR00,PR93D,PR93D16021PR00,     ,2,PR93D16021                                                                                                   ,2025-09-09
PRT0002PR00,PR93D,PR93D16023PR00,     ,2,PR93D16023                                                                                                   ,2025-09-09
PRT0002PR00,PR93D,PR93D16025PR00,     ,2,PR93D16025                                                                                                   ,2025-09-09
PRT0002PR00,PR93D,PR93D16033PR00,     ,2,PR93D16033                                                                                                   ,2025-09-09
PRT0002PR00,PR93D,PR93D18464PR00,     ,1,PR93D18464                                                                                                   ,2025-09-09
PRT0002PR00,PR94L,PR94L16023PR00,     ,2,PR94L16023                                                                                                   ,2025-09-09
PRT0002PR00,PR94L,PR94L16025PR00,     ,2,PR94L16025                                                                                                   ,2025-09-09
PRT0002PR00,PR94L,PR94L16033PR00,     ,2,PR94L16033                                                                                                   ,2025-09-09
PRT0002PR00,PR94L,PR94L16207PR00,     ,2,PR94L16207                                                                                                   ,2025-09-09
PRT0002PR00,PR94L,PR94L18464PR00,     ,1,PR94L18464                                                                                                   ,2025-09-09
PRT0002PR00,PR95M,PR95M16023PR00,     ,2,PR95M16023                                                                                                   ,2025-09-09
PRT0002PR00,PR95M,PR95M16025PR00,     ,2,PR95M16025                                                                                                   ,2025-09-09
PRT0002PR00,PR95M,PR95M16033PR00,     ,2,PR95M16033                                                                                                   ,2025-09-09
PRT0002PR00,PR95M,PR95M16207PR00,     ,2,PR95M16207                                                                                                   ,2025-09-09
PRT0002PR00,PR95M,PR95M18464PR00,     ,1,PR95M18464                                                                                                   ,2025-09-09
PRT0002PR00,PR96X,PR96X16023PR00,     ,2,PR96X16023                                                                                                   ,2025-09-09
PRT0002PR00,PR96X,PR96X16025PR00,     ,2,PR96X16025                                                                                                   ,2025-09-09
PRT0002PR00,PR96X,PR96X16033PR00,     ,2,PR96X16033                                                                                                   ,2025-09-09
PRT0002PR00,PR96X,PR96X16207PR00,     ,2,PR96X16207                                                                                                   ,2025-09-09
PRT0002PR00,PR96X,PR96X18464PR00,     ,1,PR96X18464                                                                                                   ,2025-09-09
PRT0002PR00,PR97J,PR97J16023PR00,     ,2,PR97J16023                                                                                                   ,2025-09-09
PRT0002PR00,PR97J,PR97J16025PR00,     ,2,PR97J16025                                                                                                   ,2025-09-09
