route_id,route_short_name,route_long_name,route_type,route_color,route_text_color                                                                     ,download_date
41T0003C2  ,C2  ,Murcia del Carmen                       -Aguilas                                 ,2,108C2C,FFFFFF                                    ,2025-04-06
41T0004C2  ,C2  ,Aguilas                                 -Murcia del Carmen                       ,2,108C2C,FFFFFF                                    ,2025-04-06
41T0005C3  ,C3  ,Sant Vicent Centre                      -Alacant Terminal                        ,2,7D2486,FFFFFF                                    ,2025-04-06
41T0006C3  ,C3  ,Alacant Terminal                        -Sant Vicent Centre                      ,2,7D2486,FFFFFF                                    ,2025-04-06
41T0007C2  ,C2  ,Murcia del Carmen                       -Aguilas                                 ,2,108C2C,FFFFFF                                    ,2025-04-06
41T0008C2  ,C2  ,Aguilas                                 -Murcia del Carmen                       ,2,108C2C,FFFFFF                                    ,2025-04-06
41T0009C2  ,C2  ,Murcia del Carmen                       -Orihuela Miguel Hernández               ,2,108C2C,FFFFFF                                    ,2025-04-06
41T0010C2  ,C2  ,Orihuela Miguel Hernández               -Murcia del Carmen                       ,2,108C2C,FFFFFF                                    ,2025-04-06
50T0001R1  ,R1  ,Molins de Rei                           -Maçanet-Massanes                        ,2,7EBCED,FFFFFF                                    ,2025-04-06
50T0002R1  ,R1  ,Maçanet-Massanes                        -Molins de Rei                           ,2,7EBCED,FFFFFF                                    ,2025-04-06
50T0003R2N ,R2N ,Aeroport                                -Maçanet-Massanes                        ,2,D0DF00,FFFFFF                                    ,2025-04-06
50T0004R2N ,R2N ,Maçanet-Massanes                        -Aeroport                                ,2,D0DF00,FFFFFF                                    ,2025-04-06
50T0005R4  ,R4  ,Sant Vicenc de Calders                  -Manresa                                 ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0006R4  ,R4  ,Manresa                                 -Sant Vicenc de Calders                  ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0007R2S ,R2S ,Sant Vicenc de Calders                  -Barcelona-Estació de França             ,2,146520,FFFFFF                                    ,2025-04-06
50T0008R2S ,R2S ,Barcelona-Estació de França             -Sant Vicenc de Calders                  ,2,146520,FFFFFF                                    ,2025-04-06
50T0009R2S ,R2S ,Sant Vicenc de Calders                  -Barcelona-Estació de França             ,2,146520,FFFFFF                                    ,2025-04-06
50T0010R2S ,R2S ,Barcelona-Estació de França             -Sant Vicenc de Calders                  ,2,146520,FFFFFF                                    ,2025-04-06
50T0011R2S ,R2S ,Sant Vicenc de Calders                  -Barcelona-Estació de França             ,2,146520,FFFFFF                                    ,2025-04-06
50T0012R2S ,R2S ,Barcelona-Estació de França             -Sant Vicenc de Calders                  ,2,146520,FFFFFF                                    ,2025-04-06
50T0013R2  ,R2  ,Sant Vicenc de Calders                  -Maçanet-Massanes                        ,2,24A842,FFFFFF                                    ,2025-04-06
50T0014R2  ,R2  ,Maçanet-Massanes                        -Sant Vicenc de Calders                  ,2,24A842,FFFFFF                                    ,2025-04-06
50T0015R3  ,R3  ,L'Hospitalet de Llobregat               -Puigcerdà                               ,2,EB4128,FFFFFF                                    ,2025-04-06
50T0016R3  ,R3  ,Puigcerdà                               -L'Hospitalet de Llobregat               ,2,EB4128,FFFFFF                                    ,2025-04-06
50T0017R3a ,R3a ,Vic                                     -La Tor de Querol-Enveig                 ,2,EB4128,FFFFFF                                    ,2025-04-06
50T0018R3a ,R3a ,La Tor de Querol-Enveig                 -Vic                                     ,2,EB4128,FFFFFF                                    ,2025-04-06
50T0019R4  ,R4  ,Sant Vicenc de Calders                  -Manresa                                 ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0020R4  ,R4  ,Manresa                                 -Sant Vicenc de Calders                  ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0021R7  ,R7  ,Martorell Central                       -L'Hospitalet de Llobregat               ,2,B57CBB,FFFFFF                                    ,2025-04-06
50T0022R7  ,R7  ,L'Hospitalet de Llobregat               -Martorell Central                       ,2,B57CBB,FFFFFF                                    ,2025-04-06
50T0023R8  ,R8  ,Martorell Central                       -Granollers Centre                       ,2,88016A,FFFFFF                                    ,2025-04-06
50T0024R8  ,R8  ,Granollers Centre                       -Martorell Central                       ,2,88016A,FFFFFF                                    ,2025-04-06
50T0025R2  ,R2  ,Sant Vicenc de Calders                  -Castelldefels                           ,2,24A842,FFFFFF                                    ,2025-04-06
50T0026R2  ,R2  ,Castelldefels                           -Sant Vicenc de Calders                  ,2,24A842,FFFFFF                                    ,2025-04-06
50T0027R2  ,R2  ,Sant Celoni                             -Barcelona-Sants                         ,2,24A842,FFFFFF                                    ,2025-04-06
50T0028R2  ,R2  ,Barcelona-Sants                         -Sant Celoni                             ,2,24A842,FFFFFF                                    ,2025-04-06
50T0029R7  ,R7  ,Barcelona-Fabra i Puig                  -Cerdanyola-Universitat                  ,2,24A842,FFFFFF                                    ,2025-04-06
50T0030R7  ,R7  ,Cerdanyola-Universitat                  -Barcelona-Fabra i Puig                  ,2,24A842,FFFFFF                                    ,2025-04-06
50T0031R4  ,R4  ,Terrassa Estació del Nord               -Castellbisbal                           ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0032R4  ,R4  ,Castellbisbal                           -Terrassa Estació del Nord               ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0033R3  ,R3  ,Figaró                                  -La Tor de Querol-Enveig                 ,2,24A842,FFFFFF                                    ,2025-04-06
50T0034R3  ,R3  ,La Tor de Querol-Enveig                 -Figaró                                  ,2,24A842,FFFFFF                                    ,2025-04-06
50T0035R8  ,R8  ,Castellbisbal                           -Cerdanyola-Universitat                  ,2,88016A,FFFFFF                                    ,2025-04-06
50T0036R8  ,R8  ,Cerdanyola-Universitat                  -Castellbisbal                           ,2,88016A,FFFFFF                                    ,2025-04-06
50T0037R7  ,R7  ,Molins de Rei                           -Montcada Bifurcació                     ,2,B57CBB,FFFFFF                                    ,2025-04-06
50T0038R7  ,R7  ,Montcada Bifurcació                     -Molins de Rei                           ,2,B57CBB,FFFFFF                                    ,2025-04-06
50T0039R3  ,R3  ,Vic                                     -Montcada Ripollet                       ,2,24A842,FFFFFF                                    ,2025-04-06
50T0040R3  ,R3  ,Montcada Ripollet                       -Vic                                     ,2,24A842,FFFFFF                                    ,2025-04-06
50T0041R4  ,R4  ,Molins de Rei                           -Montcada Bifurcació                     ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0042R4  ,R4  ,Montcada Bifurcació                     -Molins de Rei                           ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0043R1  ,R1  ,Canet de Mar                            -Blanes                                  ,2,7EBCED,FFFFFF                                    ,2025-04-06
50T0044R1  ,R1  ,Blanes                                  -Canet de Mar                            ,2,7EBCED,FFFFFF                                    ,2025-04-06
50T0045R3  ,R3  ,La Molina                               -Ribes de Freser                         ,2,EB4128,FFFFFF                                    ,2025-04-06
50T0046R3  ,R3  ,Ribes de Freser                         -La Molina                               ,2,EB4128,FFFFFF                                    ,2025-04-06
50T0047RL4 ,RL4 ,Terrassa Estació del Nord               -Lleida                                  ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0048RL4 ,RL4 ,Lleida                                  -Terrassa Estació del Nord               ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0049R1  ,R1  ,Mataró                                  -Badalona                                ,2,7EBCED,FFFFFF                                    ,2025-04-06
50T0050R1  ,R1  ,Badalona                                -Mataró                                  ,2,7EBCED,FFFFFF                                    ,2025-04-06
50T0051R2  ,R2  ,                                        -                                        ,2,D0DF00,FFFFFF                                    ,2025-04-06
50T0052R2  ,R2  ,                                        -                                        ,2,D0DF00,FFFFFF                                    ,2025-04-06
50T0053R2  ,R2  ,                                        -                                        ,2,D0DF00,FFFFFF                                    ,2025-04-06
50T0054R2  ,R2  ,                                        -                                        ,2,D0DF00,FFFFFF                                    ,2025-04-06
50T0055R2  ,R2  ,                                        -                                        ,2,24A842,FFFFFF                                    ,2025-04-06
50T0056R2  ,R2  ,                                        -                                        ,2,24A842,FFFFFF                                    ,2025-04-06
50T0057R2  ,R2  ,                                        -                                        ,2,24A842,FFFFFF                                    ,2025-04-06
50T0058R2  ,R2  ,                                        -                                        ,2,24A842,FFFFFF                                    ,2025-04-06
50T0059R2  ,R2  ,                                        -                                        ,2,24A842,FFFFFF                                    ,2025-04-06
50T0060R2  ,R2  ,                                        -                                        ,2,24A842,FFFFFF                                    ,2025-04-06
50T0061R2  ,R2  ,                                        -                                        ,2,24A842,FFFFFF                                    ,2025-04-06
50T0062R2  ,R2  ,                                        -                                        ,2,24A842,FFFFFF                                    ,2025-04-06
50T0063R1  ,R1  ,                                        -                                        ,2,7EBCED,FFFFFF                                    ,2025-04-06
50T0064R1  ,R1  ,                                        -                                        ,2,7EBCED,FFFFFF                                    ,2025-04-06
50T0065R1  ,R1  ,                                        -                                        ,2,7EBCED,FFFFFF                                    ,2025-04-06
50T0066R1  ,R1  ,                                        -                                        ,2,7EBCED,FFFFFF                                    ,2025-04-06
50T0067R2  ,R2  ,                                        -                                        ,2,24A842,FFFFFF                                    ,2025-04-06
50T0068R2  ,R2  ,                                        -                                        ,2,24A842,FFFFFF                                    ,2025-04-06
50T0069R2  ,R2  ,                                        -                                        ,2,24A842,FFFFFF                                    ,2025-04-06
50T0070R2  ,R2  ,                                        -                                        ,2,24A842,FFFFFF                                    ,2025-04-06
50T0071R4  ,R4  ,                                        -                                        ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0072R4  ,R4  ,                                        -                                        ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0073R4  ,R4  ,                                        -                                        ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0074R4  ,R4  ,                                        -                                        ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0075R4  ,R4  ,                                        -                                        ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0076R4  ,R4  ,                                        -                                        ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0077R4  ,R4  ,                                        -                                        ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0078R4  ,R4  ,                                        -                                        ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0079R4  ,R4  ,                                        -                                        ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0080R4  ,R4  ,                                        -                                        ,2,F7A30D,FFFFFF                                    ,2025-04-06
50T0081R7  ,R7  ,                                        -                                        ,2,B57CBB,FFFFFF                                    ,2025-04-06
50T0082R7  ,R7  ,                                        -                                        ,2,B57CBB,FFFFFF                                    ,2025-04-06
50T0083R7  ,R7  ,                                        -                                        ,2,B57CBB,FFFFFF                                    ,2025-04-06
50T0084R7  ,R7  ,                                        -                                        ,2,B57CBB,FFFFFF                                    ,2025-04-06
50T0085R3  ,R3  ,                                        -                                        ,2,EB4128,FFFFFF                                    ,2025-04-06
50T0086R3  ,R3  ,                                        -                                        ,2,EB4128,FFFFFF                                    ,2025-04-06
50T0087R3  ,R3  ,                                        -                                        ,2,EB4128,FFFFFF                                    ,2025-04-06
50T0088R3  ,R3  ,                                        -                                        ,2,EB4128,FFFFFF                                    ,2025-04-06
50T0089R8  ,R8  ,                                        -                                        ,2,88016A,FFFFFF                                    ,2025-04-06
50T0090R8  ,R8  ,                                        -                                        ,2,88016A,FFFFFF                                    ,2025-04-06
50T0091R8  ,R8  ,                                        -                                        ,2,88016A,FFFFFF                                    ,2025-04-06
50T0092R8  ,R8  ,                                        -                                        ,2,88016A,FFFFFF                                    ,2025-04-06
50T0093R11 ,R11 ,Figueres                                -Barcelona-Sants                         ,2,88016A,FFFFFF                                    ,2025-04-06
50T0094R11 ,R11 ,Barcelona-Sants                         -Figueres                                ,2,88016A,FFFFFF                                    ,2025-04-06
50T0095R2  ,R2  ,El Prat de Llobregat                    -Barcelona-Sant Andreu                   ,2,24A842,FFFFFF                                    ,2025-04-06
50T0096R2  ,R2  ,Barcelona-Sant Andreu                   -El Prat de Llobregat                    ,2,24A842,FFFFFF                                    ,2025-04-06
60T0001C1  ,C1  ,Abando                                  -Santurtzi                               ,2,E32829,FFFFFF                                    ,2025-04-06
60T0002C1  ,C1  ,Santurtzi                               -Abando                                  ,2,E32829,FFFFFF                                    ,2025-04-06
60T0003C2  ,C2  ,Abando                                  -Muskiz                                  ,2,047E33,FFFFFF                                    ,2025-04-06
60T0004C2  ,C2  ,Muskiz                                  -Abando                                  ,2,047E33,FFFFFF                                    ,2025-04-06
60T0005C3  ,C3  ,Abando                                  -Orduña                                  ,2,4E90C1,FFFFFF                                    ,2025-04-06
60T0006C3  ,C3  ,Orduña                                  -Abando                                  ,2,4E90C1,FFFFFF                                    ,2025-04-06
60T0007C4  ,C4  ,Bilbao La Concordia                     -La Calzada                              ,2,8E2182,FFFFFF                                    ,2025-04-06
60T0008C4  ,C4  ,La Calzada                              -Bilbao La Concordia                     ,2,8E2182,FFFFFF                                    ,2025-04-06
60T0009C4  ,C4  ,Sodupe                                  -Balmaseda                               ,2,65B0E1,FFFFFF                                    ,2025-04-06
60T0010C4  ,C4  ,Balmaseda                               -Sodupe                                  ,2,65B0E1,FFFFFF                                    ,2025-04-06
60T0011C4  ,C4  ,                                        -                                        ,2,65B0E1,FFFFFF                                    ,2025-04-06
60T0012C4  ,C4  ,                                        -                                        ,2,65B0E1,FFFFFF                                    ,2025-04-06
61T0001C1  ,C1  ,Irun                                    -Brincola                                ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0002C1  ,C1  ,Brincola                                -Irun                                    ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0003C1  ,C1  ,Lezo-Renteria                           -Beasain                                 ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0004C1  ,C1  ,Beasain                                 -Lezo-Renteria                           ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0005C1  ,C1  ,                                        -Donostia-San Sebastian                  ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0006C1  ,C1  ,Donostia-San Sebastian                  -                                        ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0007C1  ,C1  ,Zumarraga                               -Hernani                                 ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0008C1  ,C1  ,Hernani                                 -Zumarraga                               ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0009C1  ,C1  ,Andoain                                 -                                        ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0010C1  ,C1  ,                                        -Andoain                                 ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0011C1  ,C1  ,Andoain                                 -                                        ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0012C1  ,C1  ,                                        -Andoain                                 ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0013C1  ,C1  ,Tolosa                                  -Pasaia                                  ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0014C1  ,C1  ,Pasaia                                  -Tolosa                                  ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0015C1  ,C1  ,                                        -                                        ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0016C1  ,C1  ,                                        -                                        ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0017C1  ,C1  ,Andoain                                 -                                        ,2,DA001C,FFFFFF                                    ,2025-04-06
61T0018C1  ,C1  ,                                        -Andoain                                 ,2,DA001C,FFFFFF                                    ,2025-04-06
62T0001C1  ,C1  ,Santander                               -Reinosa                                 ,2,E42E35,FFFFFF                                    ,2025-04-06
62T0002C1  ,C1  ,Reinosa                                 -Santander                               ,2,E42E35,FFFFFF                                    ,2025-04-06
62T0003C2  ,C2  ,Santander                               -Cabezón De La Sal                       ,2,399E66,FFFFFF                                    ,2025-04-06
62T0004C2  ,C2  ,Cabezón De La Sal                       -Santander                               ,2,399E66,FFFFFF                                    ,2025-04-06
62T0005C3  ,C3  ,Santander                               -Liérganes                               ,2,094188,FFFFFF                                    ,2025-04-06
62T0006C3  ,C3  ,Liérganes                               -Santander                               ,2,094188,FFFFFF                                    ,2025-04-06
62T0007C1  ,C1  ,Renedo                                  -Los Corrales Buelna                     ,2,E42E35,FFFFFF                                    ,2025-04-06
62T0008C1  ,C1  ,Los Corrales Buelna                     -Renedo                                  ,2,E42E35,FFFFFF                                    ,2025-04-06
62T0009C1  ,C1  ,Barcena                                 -Torrelavega/Tanos                       ,2,E42E35,FFFFFF                                    ,2025-04-06
62T0010C1  ,C1  ,Torrelavega/Tanos                       -Barcena                                 ,2,E42E35,FFFFFF                                    ,2025-04-06
62T0011C3  ,C3  ,                                        -                                        ,2,094188,FFFFFF                                    ,2025-04-06
62T0012C3  ,C3  ,                                        -                                        ,2,094188,FFFFFF                                    ,2025-04-06
62T0013R3  ,R3  ,Santander                               -                                        ,2,094188,FFFFFF                                    ,2025-04-06
62T0014R3  ,R3  ,                                        -Santander                               ,2,094188,FFFFFF                                    ,2025-04-06
62T0015C3  ,C3  ,Maliaño La Vidriera                     -Solares                                 ,2,094188,FFFFFF                                    ,2025-04-06
62T0016C3  ,C3  ,Solares                                 -Maliaño La Vidriera                     ,2,094188,FFFFFF                                    ,2025-04-06
62T0017C2  ,C2  ,                                        -                                        ,2,399E66,FFFFFF                                    ,2025-04-06
62T0018C2  ,C2  ,                                        -                                        ,2,399E66,FFFFFF                                    ,2025-04-06
62T0019C3  ,C3  ,                                        -                                        ,2,094188,FFFFFF                                    ,2025-04-06
62T0020C3  ,C3  ,                                        -                                        ,2,094188,FFFFFF                                    ,2025-04-06
62T0021C2  ,C2  ,                                        -                                        ,2,399E66,FFFFFF                                    ,2025-04-06
62T0022C2  ,C2  ,                                        -                                        ,2,399E66,FFFFFF                                    ,2025-04-06
62T0023R3  ,R3  ,                                        -                                        ,2,094188,FFFFFF                                    ,2025-04-06
62T0024R3  ,R3  ,                                        -                                        ,2,094188,FFFFFF                                    ,2025-04-06
62T0025C3  ,C3  ,                                        -                                        ,2,094188,FFFFFF                                    ,2025-04-06
62T0026C3  ,C3  ,                                        -                                        ,2,094188,FFFFFF                                    ,2025-04-06
62T0027C3  ,C3  ,                                        -                                        ,2,094188,FFFFFF                                    ,2025-04-06
62T0028C3  ,C3  ,                                        -                                        ,2,094188,FFFFFF                                    ,2025-04-06
70T0001C1  ,C1  ,Casetas                                 -Miraflores                              ,2,D90724,FFFFFF                                    ,2025-04-06
70T0002C1  ,C1  ,Miraflores                              -Casetas                                 ,2,D90724,FFFFFF                                    ,2025-04-06
70T0003C1  ,C1  ,Casetas                                 -Miraflores                              ,2,D90724,FFFFFF                                    ,2025-04-06
70T0004C1  ,C1  ,Miraflores                              -Casetas                                 ,2,D90724,FFFFFF                                    ,2025-04-06
70T0005C1  ,C1  ,Zaragoza Delicias                       -                                        ,2,D90724,FFFFFF                                    ,2025-04-06
70T0006C1  ,C1  ,                                        -Zaragoza Delicias                       ,2,D90724,FFFFFF                                    ,2025-04-06
70T0007C1  ,C1  ,                                        -Zaragoza Delicias                       ,2,D90724,FFFFFF                                    ,2025-04-06
70T0008C1  ,C1  ,Zaragoza Delicias                       -                                        ,2,D90724,FFFFFF                                    ,2025-04-06
70T0009C1  ,C1  ,                                        -                                        ,2,D90724,FFFFFF                                    ,2025-04-06
70T0010C1  ,C1  ,                                        -                                        ,2,D90724,FFFFFF                                    ,2025-04-06
70T0011C1  ,C1  ,                                        -                                        ,2,D90724,FFFFFF                                    ,2025-04-06
70T0012C1  ,C1  ,                                        -                                        ,2,D90724,FFFFFF                                    ,2025-04-06
