service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date                                                               ,download_date
6168X,0,0,1,0,0,0,0,20250827,20250827                                                                                                                 ,2025-08-03
6169J,0,0,0,1,0,0,0,20250828,20250828                                                                                                                 ,2025-08-03
6170V,0,0,0,0,1,0,0,20250829,20250829                                                                                                                 ,2025-08-03
6171S,0,0,0,0,0,1,0,20250830,20250830                                                                                                                 ,2025-08-03
6242V,0,0,0,0,1,0,0,20250801,20250801                                                                                                                 ,2025-08-03
6243S,0,0,0,0,0,1,0,20250802,20250802                                                                                                                 ,2025-08-03
6244D,0,0,0,0,0,0,1,20250803,20250803                                                                                                                 ,2025-08-03
6245L,1,0,0,0,0,0,0,20250804,20250804                                                                                                                 ,2025-08-03
6246M,0,1,0,0,0,0,0,20250805,20250805                                                                                                                 ,2025-08-03
6247X,0,0,1,0,0,0,0,20250806,20250806                                                                                                                 ,2025-08-03
6248J,0,0,0,1,0,0,0,20250807,20250807                                                                                                                 ,2025-08-03
6249V,0,0,0,0,1,0,0,20250808,20250808                                                                                                                 ,2025-08-03
6250S,0,0,0,0,0,1,0,20250809,20250809                                                                                                                 ,2025-08-03
6251D,0,0,0,0,0,0,1,20250810,20250810                                                                                                                 ,2025-08-03
6252L,1,0,0,0,0,0,0,20250811,20250811                                                                                                                 ,2025-08-03
6253M,0,1,0,0,0,0,0,20250812,20250812                                                                                                                 ,2025-08-03
6254X,0,0,1,0,0,0,0,20250813,20250813                                                                                                                 ,2025-08-03
6255J,0,0,0,1,0,0,0,20250814,20250814                                                                                                                 ,2025-08-03
6256V,0,0,0,0,1,0,0,20250815,20250815                                                                                                                 ,2025-08-03
6257S,0,0,0,0,0,1,0,20250816,20250816                                                                                                                 ,2025-08-03
6258D,0,0,0,0,0,0,1,20250817,20250817                                                                                                                 ,2025-08-03
6259L,1,0,0,0,0,0,0,20250818,20250818                                                                                                                 ,2025-08-03
6260M,0,1,0,0,0,0,0,20250819,20250819                                                                                                                 ,2025-08-03
6261X,0,0,1,0,0,0,0,20250820,20250820                                                                                                                 ,2025-08-03
6262J,0,0,0,1,0,0,0,20250821,20250821                                                                                                                 ,2025-08-03
6263V,0,0,0,0,1,0,0,20250822,20250822                                                                                                                 ,2025-08-03
6264S,0,0,0,0,0,1,0,20250823,20250823                                                                                                                 ,2025-08-03
6265D,0,0,0,0,0,0,1,20250824,20250824                                                                                                                 ,2025-08-03
6266L,1,0,0,0,0,0,0,20250825,20250825                                                                                                                 ,2025-08-03
6267M,0,1,0,0,0,0,0,20250826,20250826                                                                                                                 ,2025-08-03
6268X,0,0,1,0,0,0,0,20250827,20250827                                                                                                                 ,2025-08-03
6269J,0,0,0,1,0,0,0,20250828,20250828                                                                                                                 ,2025-08-03
6270V,0,0,0,0,1,0,0,20250829,20250829                                                                                                                 ,2025-08-03
6271S,0,0,0,0,0,1,0,20250830,20250830                                                                                                                 ,2025-08-03
7042V,0,0,0,0,1,0,0,20250801,20250801                                                                                                                 ,2025-08-03
7043S,0,0,0,0,0,1,0,20250802,20250802                                                                                                                 ,2025-08-03
7044D,0,0,0,0,0,0,1,20250803,20250803                                                                                                                 ,2025-08-03
7045L,1,0,0,0,0,0,0,20250804,20250804                                                                                                                 ,2025-08-03
7046M,0,1,0,0,0,0,0,20250805,20250805                                                                                                                 ,2025-08-03
7047X,0,0,1,0,0,0,0,20250806,20250806                                                                                                                 ,2025-08-03
7048J,0,0,0,1,0,0,0,20250807,20250807                                                                                                                 ,2025-08-03
7049V,0,0,0,0,1,0,0,20250808,20250808                                                                                                                 ,2025-08-03
7050S,0,0,0,0,0,1,0,20250809,20250809                                                                                                                 ,2025-08-03
7051D,0,0,0,0,0,0,1,20250810,20250810                                                                                                                 ,2025-08-03
7052L,1,0,0,0,0,0,0,20250811,20250811                                                                                                                 ,2025-08-03
7053M,0,1,0,0,0,0,0,20250812,20250812                                                                                                                 ,2025-08-03
7054X,0,0,1,0,0,0,0,20250813,20250813                                                                                                                 ,2025-08-03
7055J,0,0,0,1,0,0,0,20250814,20250814                                                                                                                 ,2025-08-03
7056V,0,0,0,0,1,0,0,20250815,20250815                                                                                                                 ,2025-08-03
7057S,0,0,0,0,0,1,0,20250816,20250816                                                                                                                 ,2025-08-03
7058D,0,0,0,0,0,0,1,20250817,20250817                                                                                                                 ,2025-08-03
7059L,1,0,0,0,0,0,0,20250818,20250818                                                                                                                 ,2025-08-03
7060M,0,1,0,0,0,0,0,20250819,20250819                                                                                                                 ,2025-08-03
7061X,0,0,1,0,0,0,0,20250820,20250820                                                                                                                 ,2025-08-03
7062J,0,0,0,1,0,0,0,20250821,20250821                                                                                                                 ,2025-08-03
7063V,0,0,0,0,1,0,0,20250822,20250822                                                                                                                 ,2025-08-03
7064S,0,0,0,0,0,1,0,20250823,20250823                                                                                                                 ,2025-08-03
7065D,0,0,0,0,0,0,1,20250824,20250824                                                                                                                 ,2025-08-03
7066L,1,0,0,0,0,0,0,20250825,20250825                                                                                                                 ,2025-08-03
7067M,0,1,0,0,0,0,0,20250826,20250826                                                                                                                 ,2025-08-03
7068X,0,0,1,0,0,0,0,20250827,20250827                                                                                                                 ,2025-08-03
7069J,0,0,0,1,0,0,0,20250828,20250828                                                                                                                 ,2025-08-03
7070V,0,0,0,0,1,0,0,20250829,20250829                                                                                                                 ,2025-08-03
7071S,0,0,0,0,0,1,0,20250830,20250830                                                                                                                 ,2025-08-03
